Id. de problema,Descripción,Estado,Gravedad,Puntos de la historia,Ruta de acceso del proyecto,Tipo de ubicación,Ruta de acceso,Línea,Columna,Id. de incidente,Vínculo de ayuda,Nombre del ensamblado,Versión de ensamblado,Clave pública de ensamblado,Fragmento
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,869,12,T:System.Windows.Forms.Control.ControlCollection,,,,,this.IsoChooserPage.Controls.Add(this.isoPickerBtn);
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,869,12,P:System.Windows.Forms.Control.Controls,,,,,this.IsoChooserPage.Controls.Add(this.isoPickerBtn);
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,869,12,M:System.Windows.Forms.Control.ControlCollection.Add(System.Windows.Forms.Control),,,,,this.IsoChooserPage.Controls.Add(this.isoPickerBtn);
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,868,12,T:System.Windows.Forms.ProgressBar,,,,,this.IsoChooserPage.Controls.Add(this.isoExtractionPB);
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,868,12,T:System.Windows.Forms.Panel,,,,,this.IsoChooserPage.Controls.Add(this.isoExtractionPB);
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,868,12,T:System.Windows.Forms.Control.ControlCollection,,,,,this.IsoChooserPage.Controls.Add(this.isoExtractionPB);
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,868,12,P:System.Windows.Forms.Control.Controls,,,,,this.IsoChooserPage.Controls.Add(this.isoExtractionPB);
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,868,12,M:System.Windows.Forms.Control.ControlCollection.Add(System.Windows.Forms.Control),,,,,this.IsoChooserPage.Controls.Add(this.isoExtractionPB);
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,864,12,T:System.Windows.Forms.Label,,,,,"this.label3.Text = ""Choose the image to modify"";"
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,864,12,P:System.Windows.Forms.Label.Text,,,,,"this.label3.Text = ""Choose the image to modify"";"
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,863,12,T:System.Windows.Forms.Label,,,,,this.label3.TabIndex = 2;
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,863,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.label3.TabIndex = 2;
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,862,12,T:System.Windows.Forms.Label,,,,,"this.label3.Size = new System.Drawing.Size(980, 45);"
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,862,12,P:System.Windows.Forms.Control.Size,,,,,"this.label3.Size = new System.Drawing.Size(980, 45);"
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,861,12,T:System.Windows.Forms.Label,,,,,"this.label3.Name = ""label3"";"
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,861,12,P:System.Windows.Forms.Control.Name,,,,,"this.label3.Name = ""label3"";"
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,860,12,T:System.Windows.Forms.Label,,,,,"this.label3.Location = new System.Drawing.Point(14, 12);"
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,860,12,P:System.Windows.Forms.Control.Location,,,,,"this.label3.Location = new System.Drawing.Point(14, 12);"
Api.0002,El origen no es compatible con la versión de .NET seleccionada,Active,Potential,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,859,12,T:System.Drawing.GraphicsUnit,,,,,"this.label3.Font = new System.Drawing.Font(""Segoe UI"", 18F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0002,El origen no es compatible con la versión de .NET seleccionada,Active,Potential,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,859,12,T:System.Drawing.GraphicsUnit,,,,,"this.label3.Font = new System.Drawing.Font(""Segoe UI"", 18F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0002,El origen no es compatible con la versión de .NET seleccionada,Active,Potential,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,859,12,F:System.Drawing.GraphicsUnit.Point,,,,,"this.label3.Font = new System.Drawing.Font(""Segoe UI"", 18F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0002,El origen no es compatible con la versión de .NET seleccionada,Active,Potential,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,859,12,T:System.Drawing.FontStyle,,,,,"this.label3.Font = new System.Drawing.Font(""Segoe UI"", 18F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0002,El origen no es compatible con la versión de .NET seleccionada,Active,Potential,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,859,12,T:System.Drawing.FontStyle,,,,,"this.label3.Font = new System.Drawing.Font(""Segoe UI"", 18F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0002,El origen no es compatible con la versión de .NET seleccionada,Active,Potential,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,859,12,F:System.Drawing.FontStyle.Regular,,,,,"this.label3.Font = new System.Drawing.Font(""Segoe UI"", 18F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0002,El origen no es compatible con la versión de .NET seleccionada,Active,Potential,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,859,12,T:System.Drawing.Font,,,,,"this.label3.Font = new System.Drawing.Font(""Segoe UI"", 18F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0002,El origen no es compatible con la versión de .NET seleccionada,Active,Potential,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,859,12,"M:System.Drawing.Font.#ctor(System.String,System.Single,System.Drawing.FontStyle,System.Drawing.GraphicsUnit,System.Byte)",,,,,"this.label3.Font = new System.Drawing.Font(""Segoe UI"", 18F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,859,12,T:System.Windows.Forms.Label,,,,,"this.label3.Font = new System.Drawing.Font(""Segoe UI"", 18F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0002,El origen no es compatible con la versión de .NET seleccionada,Active,Potential,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,859,12,T:System.Drawing.Font,,,,,"this.label3.Font = new System.Drawing.Font(""Segoe UI"", 18F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,859,12,P:System.Windows.Forms.Control.Font,,,,,"this.label3.Font = new System.Drawing.Font(""Segoe UI"", 18F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,858,12,T:System.Windows.Forms.Label,,,,,this.label3.AutoEllipsis = true;
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,858,12,P:System.Windows.Forms.Label.AutoEllipsis,,,,,this.label3.AutoEllipsis = true;
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,856,12,T:System.Windows.Forms.AnchorStyles,,,,,this.label3.Anchor = ((System.Windows.Forms.AnchorStyles)(((System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left)               | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,856,12,T:System.Windows.Forms.AnchorStyles,,,,,this.label3.Anchor = ((System.Windows.Forms.AnchorStyles)(((System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left)               | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,856,12,F:System.Windows.Forms.AnchorStyles.Right,,,,,this.label3.Anchor = ((System.Windows.Forms.AnchorStyles)(((System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left)               | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,856,12,T:System.Windows.Forms.AnchorStyles,,,,,this.label3.Anchor = ((System.Windows.Forms.AnchorStyles)(((System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left)               | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,856,12,T:System.Windows.Forms.AnchorStyles,,,,,this.label3.Anchor = ((System.Windows.Forms.AnchorStyles)(((System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left)               | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,856,12,F:System.Windows.Forms.AnchorStyles.Left,,,,,this.label3.Anchor = ((System.Windows.Forms.AnchorStyles)(((System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left)               | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,856,12,T:System.Windows.Forms.AnchorStyles,,,,,this.label3.Anchor = ((System.Windows.Forms.AnchorStyles)(((System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left)               | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,856,12,T:System.Windows.Forms.AnchorStyles,,,,,this.label3.Anchor = ((System.Windows.Forms.AnchorStyles)(((System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left)               | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,856,12,F:System.Windows.Forms.AnchorStyles.Top,,,,,this.label3.Anchor = ((System.Windows.Forms.AnchorStyles)(((System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left)               | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,856,12,T:System.Windows.Forms.Label,,,,,this.label3.Anchor = ((System.Windows.Forms.AnchorStyles)(((System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left)               | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,856,12,T:System.Windows.Forms.AnchorStyles,,,,,this.label3.Anchor = ((System.Windows.Forms.AnchorStyles)(((System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left)               | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,856,12,P:System.Windows.Forms.Control.Anchor,,,,,this.label3.Anchor = ((System.Windows.Forms.AnchorStyles)(((System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left)               | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,852,12,T:System.Windows.Forms.ColumnHeader,,,,,this.columnHeader5.Width = 160;
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,852,12,P:System.Windows.Forms.ColumnHeader.Width,,,,,this.columnHeader5.Width = 160;
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,851,12,T:System.Windows.Forms.ColumnHeader,,,,,"this.columnHeader5.Text = ""Last Modified"";"
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,851,12,P:System.Windows.Forms.ColumnHeader.Text,,,,,"this.columnHeader5.Text = ""Last Modified"";"
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,847,12,T:System.Windows.Forms.ColumnHeader,,,,,this.columnHeader4.Width = 84;
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,847,12,P:System.Windows.Forms.ColumnHeader.Width,,,,,this.columnHeader4.Width = 84;
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,846,12,T:System.Windows.Forms.ColumnHeader,,,,,"this.columnHeader4.Text = ""Architecture"";"
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,846,12,P:System.Windows.Forms.ColumnHeader.Text,,,,,"this.columnHeader4.Text = ""Architecture"";"
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,842,12,T:System.Windows.Forms.ColumnHeader,,,,,this.columnHeader3.Width = 256;
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,842,12,P:System.Windows.Forms.ColumnHeader.Width,,,,,this.columnHeader3.Width = 256;
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,841,12,T:System.Windows.Forms.ColumnHeader,,,,,"this.columnHeader3.Text = ""Description"";"
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,841,12,P:System.Windows.Forms.ColumnHeader.Text,,,,,"this.columnHeader3.Text = ""Description"";"
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,837,12,T:System.Windows.Forms.ColumnHeader,,,,,this.columnHeader2.Width = 200;
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,837,12,P:System.Windows.Forms.ColumnHeader.Width,,,,,this.columnHeader2.Width = 200;
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,836,12,T:System.Windows.Forms.ColumnHeader,,,,,"this.columnHeader2.Text = ""Name"";"
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,836,12,P:System.Windows.Forms.ColumnHeader.Text,,,,,"this.columnHeader2.Text = ""Name"";"
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,832,12,T:System.Windows.Forms.ColumnHeader,,,,,this.columnHeader1.Width = 32;
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,832,12,P:System.Windows.Forms.ColumnHeader.Width,,,,,this.columnHeader1.Width = 32;
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,831,12,T:System.Windows.Forms.HorizontalAlignment,,,,,this.columnHeader1.TextAlign = System.Windows.Forms.HorizontalAlignment.Center;
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,831,12,T:System.Windows.Forms.HorizontalAlignment,,,,,this.columnHeader1.TextAlign = System.Windows.Forms.HorizontalAlignment.Center;
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,831,12,F:System.Windows.Forms.HorizontalAlignment.Center,,,,,this.columnHeader1.TextAlign = System.Windows.Forms.HorizontalAlignment.Center;
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,831,12,T:System.Windows.Forms.ColumnHeader,,,,,this.columnHeader1.TextAlign = System.Windows.Forms.HorizontalAlignment.Center;
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,831,12,T:System.Windows.Forms.HorizontalAlignment,,,,,this.columnHeader1.TextAlign = System.Windows.Forms.HorizontalAlignment.Center;
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,831,12,P:System.Windows.Forms.ColumnHeader.TextAlign,,,,,this.columnHeader1.TextAlign = System.Windows.Forms.HorizontalAlignment.Center;
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,830,12,T:System.Windows.Forms.ColumnHeader,,,,,"this.columnHeader1.Text = ""#"";"
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,830,12,P:System.Windows.Forms.ColumnHeader.Text,,,,,"this.columnHeader1.Text = ""#"";"
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,826,12,T:System.Windows.Forms.ListView,,,,,this.lvVersions.SelectedIndexChanged += new System.EventHandler(this.lvVersions_SelectedIndexChanged);
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,826,12,E:System.Windows.Forms.ListView.SelectedIndexChanged,,,,,this.lvVersions.SelectedIndexChanged += new System.EventHandler(this.lvVersions_SelectedIndexChanged);
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,825,12,T:System.Windows.Forms.View,,,,,this.lvVersions.View = System.Windows.Forms.View.Details;
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,825,12,T:System.Windows.Forms.View,,,,,this.lvVersions.View = System.Windows.Forms.View.Details;
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,825,12,F:System.Windows.Forms.View.Details,,,,,this.lvVersions.View = System.Windows.Forms.View.Details;
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,825,12,T:System.Windows.Forms.ListView,,,,,this.lvVersions.View = System.Windows.Forms.View.Details;
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,825,12,T:System.Windows.Forms.View,,,,,this.lvVersions.View = System.Windows.Forms.View.Details;
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,825,12,P:System.Windows.Forms.ListView.View,,,,,this.lvVersions.View = System.Windows.Forms.View.Details;
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,824,12,T:System.Windows.Forms.ListView,,,,,this.lvVersions.UseCompatibleStateImageBehavior = false;
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,824,12,P:System.Windows.Forms.ListView.UseCompatibleStateImageBehavior,,,,,this.lvVersions.UseCompatibleStateImageBehavior = false;
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,823,12,T:System.Windows.Forms.ListView,,,,,this.lvVersions.TabIndex = 3;
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,823,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.lvVersions.TabIndex = 3;
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,822,12,T:System.Windows.Forms.ListView,,,,,"this.lvVersions.Size = new System.Drawing.Size(849, 352);"
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,822,12,P:System.Windows.Forms.Control.Size,,,,,"this.lvVersions.Size = new System.Drawing.Size(849, 352);"
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,821,12,T:System.Windows.Forms.ListView,,,,,"this.lvVersions.Name = ""lvVersions"";"
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,821,12,P:System.Windows.Forms.Control.Name,,,,,"this.lvVersions.Name = ""lvVersions"";"
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,820,12,T:System.Windows.Forms.ListView,,,,,this.lvVersions.MultiSelect = false;
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,820,12,P:System.Windows.Forms.ListView.MultiSelect,,,,,this.lvVersions.MultiSelect = false;
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,819,12,T:System.Windows.Forms.ListView,,,,,"this.lvVersions.Location = new System.Drawing.Point(80, 89);"
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,819,12,P:System.Windows.Forms.Control.Location,,,,,"this.lvVersions.Location = new System.Drawing.Point(80, 89);"
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,818,12,T:System.Windows.Forms.ListView,,,,,this.lvVersions.HideSelection = false;
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,818,12,P:System.Windows.Forms.ListView.HideSelection,,,,,this.lvVersions.HideSelection = false;
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,817,12,T:System.Windows.Forms.ListView,,,,,this.lvVersions.FullRowSelect = true;
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,817,12,P:System.Windows.Forms.ListView.FullRowSelect,,,,,this.lvVersions.FullRowSelect = true;
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,811,12,T:System.Windows.Forms.ColumnHeader,,,,,"this.lvVersions.Columns.AddRange(new System.Windows.Forms.ColumnHeader[] {              this.columnHeader1,              this.columnHeader2,              this.columnHeader3,              this.columnHeader4,              this.columnHeader5});"
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,811,12,T:System.Windows.Forms.ColumnHeader,,,,,"this.lvVersions.Columns.AddRange(new System.Windows.Forms.ColumnHeader[] {              this.columnHeader1,              this.columnHeader2,              this.columnHeader3,              this.columnHeader4,              this.columnHeader5});"
Api.0001,Binario incompatible para la versión de .NET seleccionada,Active,Mandatory,1,MicroWin\MicroWin.csproj,File,MicroWin\MainForm.Designer.cs,811,12,T:System.Windows.Forms.ColumnHeader,,,,,"this.lvVersions.Columns.AddRange(new System.Windows.Forms.ColumnHeader[] {              this.columnHeader1,              this.columnHeader2,              this.columnHeader3,              this.columnHeader4,              this.columnHeader5});"
